"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","554","NZL","New Zealand","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","1.91341241097319"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","554","NZL","New Zealand","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","1.91353504559449"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","558","NIC","Nicaragua","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","5.72"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","558","NIC","Nicaragua","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","5.73"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","558","NIC","Nicaragua","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2017","","","","5.68"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","558","NIC","Nicaragua","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","5.68"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","558","NIC","Nicaragua","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","5.68"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","558","NIC","Nicaragua","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2020","","","","5.69"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","558","NIC","Nicaragua","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","5.69"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","558","NIC","Nicaragua","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","5.64472054327288"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","558","NIC","Nicaragua","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","5.6433711530445"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","558","NIC","Nicaragua","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","5.64203449291262"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","562","NER","Niger","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","12.16"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","562","NER","Niger","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","12.0397538880652"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","562","NER","Niger","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","12.0397538880652"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","562","NER","Niger","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","12.0397538880652"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","562","NER","Niger","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","12.16"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","562","NER","Niger","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2017","","","","12.16"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","562","NER","Niger","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","12.16"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","562","NER","Niger","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","12.06"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","562","NER","Niger","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2020","","","","12.06"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","562","NER","Niger","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","12.06"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","566","NGA","Nigeria","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","12.06"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","566","NGA","Nigeria","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","12.13"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","566","NGA","Nigeria","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","12.06"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","566","NGA","Nigeria","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2020","","","","12.06"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","566","NGA","Nigeria","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","12.06"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","566","NGA","Nigeria","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","12.0397538880652"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","566","NGA","Nigeria","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","12.0397538880652"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","566","NGA","Nigeria","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","12.0397538880652"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","578","NOR","Norway","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","6.62"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","578","NOR","Norway","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","6.09"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","578","NOR","Norway","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2017","","","","6.24"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","578","NOR","Norway","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","6.63"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","578","NOR","Norway","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","5.96"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","578","NOR","Norway","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2020","","","","5.91"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","578","NOR","Norway","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","5.88"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","578","NOR","Norway","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","5.16296003563278"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","578","NOR","Norway","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","4.55736686741943"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","578","NOR","Norway","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","4.40450661550901"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","583","FSM","Micronesia, Federated States of","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","5.07"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","583","FSM","Micronesia, Federated States of","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","5.1"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","583","FSM","Micronesia, Federated States of","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","5.08832793172974"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","583","FSM","Micronesia, Federated States of","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","5.03877276324852"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","583","FSM","Micronesia, Federated States of","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","5.0131444616152"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","585","PLW","Palau","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","3.21"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","585","PLW","Palau","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","3.63"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","585","PLW","Palau","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2017","","","","3.62"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","585","PLW","Palau","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","3.81"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","585","PLW","Palau","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","3.83"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","585","PLW","Palau","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","4.02"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","585","PLW","Palau","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","3.95514626370053"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","585","PLW","Palau","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","0.0495455355551595"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","586","PAK","Pakistan","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","12.35"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","586","PAK","Pakistan","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","12.1"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","586","PAK","Pakistan","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","12.1"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","586","PAK","Pakistan","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","12.1"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","586","PAK","Pakistan","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","11.23"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","586","PAK","Pakistan","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","10.347355534161"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","586","PAK","Pakistan","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","10.3412723355257"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","586","PAK","Pakistan","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","10.3314575557846"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","591","PAN","Panama","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","5.08567590876652"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","591","PAN","Panama","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","5.08933808759581"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","591","PAN","Panama","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","5.10853136213668"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","591","PAN","Panama","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","6.85"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","591","PAN","Panama","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2017","","","","6.85"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","591","PAN","Panama","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","5.07"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","591","PAN","Panama","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","5.07"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","591","PAN","Panama","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2020","","","","5.1"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","591","PAN","Panama","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","5.11"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","598","PNG","Papua New Guinea","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","4.28"
